x_coordinate,y_coordinate,x0,y0,x1,y1
2835.749632,3507.827715,0.0,0.0,6800.0,6800.0
4898.206555,3244.558712,0.0,0.0,6800.0,6800.0
0.777749,1038.167180,0.0,0.0,6800.0,6800.0
2055.861494,4228.282376,0.0,0.0,6800.0,6800.0
997.940058,3699.268808,0.0,0.0,6800.0,6800.0
627.902444,4448.133959,0.0,0.0,6800.0,6800.0
1266.569437,982.909673,0.0,0.0,6800.0,6800.0
2349.812944,5110.389157,0.0,0.0,6800.0,6800.0
2698.018825,1509.934151,0.0,0.0,6800.0,6800.0
3663.953791,3531.592406,0.0,0.0,6800.0,6800.0
2850.522698,5340.012992,0.0,0.0,6800.0,6800.0
4659.492603,151.846910,0.0,0.0,6800.0,6800.0
1390.275298,2205.664726,0.0,0.0,6800.0,6800.0
5971.198567,5935.872160,0.0,0.0,6800.0,6800.0
186.235634,5744.025332,0.0,0.0,6800.0,6800.0
4559.179069,3661.396030,0.0,0.0,6800.0,6800.0
2837.672656,5892.936264,0.0,0.0,6800.0,6800.0
3799.090833,6458.680741,0.0,0.0,6800.0,6800.0
954.631182,5619.567584,0.0,0.0,6800.0,6800.0
1347.090126,5807.985018,0.0,0.0,6800.0,6800.0
5445.063067,671.455132,0.0,0.0,6800.0,6800.0
6584.178715,4428.869460,0.0,0.0,6800.0,6800.0
2131.284411,4783.915519,0.0,0.0,6800.0,6800.0
4707.793787,4149.637526,0.0,0.0,6800.0,6800.0
5959.446236,5437.383780,0.0,0.0,6800.0,6800.0
6083.325312,235.084295,0.0,0.0,6800.0,6800.0
578.300637,5237.623395,0.0,0.0,6800.0,6800.0
265.572526,4975.754485,0.0,0.0,6800.0,6800.0
1154.846853,1765.949074,0.0,0.0,6800.0,6800.0
5971.369023,1748.071232,0.0,0.0,6800.0,6800.0
668.758470,4299.662559,0.0,0.0,6800.0,6800.0
2863.531850,2348.022739,0.0,0.0,6800.0,6800.0
6513.648805,5416.803010,0.0,0.0,6800.0,6800.0
3625.523938,3033.794378,0.0,0.0,6800.0,6800.0
