x_coordinate,y_coordinate,x0,y0,x1,y1
5244.980374,394.058681,0.0,0.0,6800.0,6800.0
141.113256,1744.931455,0.0,0.0,6800.0,6800.0
4308.807997,3470.256135,0.0,0.0,6800.0,6800.0
5091.866401,6767.759737,0.0,0.0,6800.0,6800.0
3389.847684,996.306619,0.0,0.0,6800.0,6800.0
1528.617190,3056.700488,0.0,0.0,6800.0,6800.0
1346.827480,4089.794558,0.0,0.0,6800.0,6800.0
5171.608843,661.452960,0.0,0.0,6800.0,6800.0
1149.953689,1963.397188,0.0,0.0,6800.0,6800.0
600.710736,4901.439333,0.0,0.0,6800.0,6800.0
4660.446765,3745.481235,0.0,0.0,6800.0,6800.0
6483.074754,5702.323702,0.0,0.0,6800.0,6800.0
26.848211,3946.253190,0.0,0.0,6800.0,6800.0
3482.907391,1255.087809,0.0,0.0,6800.0,6800.0
5525.822539,4185.414396,0.0,0.0,6800.0,6800.0
4165.177254,6031.294602,0.0,0.0,6800.0,6800.0
4907.936159,3514.167089,0.0,0.0,6800.0,6800.0
1984.757264,4257.776950,0.0,0.0,6800.0,6800.0
6240.864033,3434.401999,0.0,0.0,6800.0,6800.0
4859.115327,6185.705521,0.0,0.0,6800.0,6800.0
3689.301702,2810.471658,0.0,0.0,6800.0,6800.0
966.756324,3641.187271,0.0,0.0,6800.0,6800.0
2538.717168,2329.973254,0.0,0.0,6800.0,6800.0
4584.108582,881.122085,0.0,0.0,6800.0,6800.0
3004.465586,4507.187910,0.0,0.0,6800.0,6800.0
2951.295155,6362.556014,0.0,0.0,6800.0,6800.0
4200.815454,4166.558437,0.0,0.0,6800.0,6800.0
3489.340049,5730.621796,0.0,0.0,6800.0,6800.0
4422.700837,1481.777366,0.0,0.0,6800.0,6800.0
4087.064883,6141.567830,0.0,0.0,6800.0,6800.0
5475.517738,66.435844,0.0,0.0,6800.0,6800.0
3547.200636,1535.526541,0.0,0.0,6800.0,6800.0
6178.812389,897.974865,0.0,0.0,6800.0,6800.0
2170.805405,6171.292036,0.0,0.0,6800.0,6800.0
615.123575,6189.568329,0.0,0.0,6800.0,6800.0
2044.760385,3951.193769,0.0,0.0,6800.0,6800.0
775.093661,594.952757,0.0,0.0,6800.0,6800.0
5635.033019,794.780189,0.0,0.0,6800.0,6800.0
318.894972,5243.284536,0.0,0.0,6800.0,6800.0
4258.752609,4983.007828,0.0,0.0,6800.0,6800.0
3723.585860,592.472827,0.0,0.0,6800.0,6800.0
5571.151571,2430.749747,0.0,0.0,6800.0,6800.0
1352.843270,5257.839028,0.0,0.0,6800.0,6800.0
5826.582057,894.006891,0.0,0.0,6800.0,6800.0
2391.237948,3657.260550,0.0,0.0,6800.0,6800.0
5131.604302,5132.120250,0.0,0.0,6800.0,6800.0
2012.539607,1853.177997,0.0,0.0,6800.0,6800.0
6010.768061,3852.315572,0.0,0.0,6800.0,6800.0
2213.479137,3241.457801,0.0,0.0,6800.0,6800.0
1122.108104,3785.020709,0.0,0.0,6800.0,6800.0
2669.198859,2997.011990,0.0,0.0,6800.0,6800.0
635.530547,4717.414077,0.0,0.0,6800.0,6800.0
5583.518473,4884.012826,0.0,0.0,6800.0,6800.0
1027.833734,5143.400034,0.0,0.0,6800.0,6800.0
2611.978251,253.789661,0.0,0.0,6800.0,6800.0
6420.972843,4616.080699,0.0,0.0,6800.0,6800.0
6715.853229,3245.101446,0.0,0.0,6800.0,6800.0
3102.870920,681.165436,0.0,0.0,6800.0,6800.0
5617.635338,4176.534389,0.0,0.0,6800.0,6800.0
1709.344113,5697.818661,0.0,0.0,6800.0,6800.0
4062.127208,4990.479456,0.0,0.0,6800.0,6800.0
6139.255970,2186.645962,0.0,0.0,6800.0,6800.0
3634.994052,461.416115,0.0,0.0,6800.0,6800.0
4013.369268,253.845612,0.0,0.0,6800.0,6800.0
267.116017,3802.052067,0.0,0.0,6800.0,6800.0
2428.835959,1093.798355,0.0,0.0,6800.0,6800.0
541.369013,1821.639663,0.0,0.0,6800.0,6800.0
2077.127445,1602.841304,0.0,0.0,6800.0,6800.0
2248.891321,131.562739,0.0,0.0,6800.0,6800.0
5262.046014,1031.467686,0.0,0.0,6800.0,6800.0
271.722619,230.537089,0.0,0.0,6800.0,6800.0
2920.546813,6676.477035,0.0,0.0,6800.0,6800.0
2141.502729,2451.300109,0.0,0.0,6800.0,6800.0
4328.139773,5613.158794,0.0,0.0,6800.0,6800.0
2355.160621,2803.214378,0.0,0.0,6800.0,6800.0
293.062022,1721.618195,0.0,0.0,6800.0,6800.0
5983.423187,1609.633960,0.0,0.0,6800.0,6800.0
5190.035993,5257.186075,0.0,0.0,6800.0,6800.0
5971.057171,4564.546955,0.0,0.0,6800.0,6800.0
2839.062178,4803.050019,0.0,0.0,6800.0,6800.0
4117.927438,5801.456810,0.0,0.0,6800.0,6800.0
3491.573066,3549.937054,0.0,0.0,6800.0,6800.0
4065.289206,3010.833643,0.0,0.0,6800.0,6800.0
1783.066496,3765.489401,0.0,0.0,6800.0,6800.0
2045.924901,4433.564969,0.0,0.0,6800.0,6800.0
172.718518,5362.166346,0.0,0.0,6800.0,6800.0
2060.825412,6067.432272,0.0,0.0,6800.0,6800.0
1646.115953,2101.915079,0.0,0.0,6800.0,6800.0
3791.531683,922.146451,0.0,0.0,6800.0,6800.0
3845.447735,5106.301233,0.0,0.0,6800.0,6800.0
3230.899282,3582.465906,0.0,0.0,6800.0,6800.0
1991.026239,5336.222349,0.0,0.0,6800.0,6800.0
436.907213,2923.497499,0.0,0.0,6800.0,6800.0
6655.970191,5704.156796,0.0,0.0,6800.0,6800.0
2310.013337,3654.007373,0.0,0.0,6800.0,6800.0
