trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,30,45,60,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,30,45,0,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,20,30,300,806,201.5,0.25,129,True,staircase_6corners,DTU10MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,30,45,150,780,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,75,90,150,30,0.0,0.0,40,False,,DTU10MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,90,110,120,572,429.0,0.75,47,True,staircase_9corners,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,30,45,30,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,20,30,60,30,30.0,1.0,2,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,45,60,210,2080,520.0,0.25,160,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,45,60,0,780,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,10,20,330,2080,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,130,150,180,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,130,150,330,30,0.0,0.0,40,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,60,75,90,924,924.0,1.0,1,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,20,30,60,806,201.5,0.25,131,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,45,60,0,924,231.0,0.25,136,True,staircase_10corners,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,10,20,240,715,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,75,90,240,1833,1833.0,1.0,2,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,90,110,210,30,0.0,0.0,40,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,90,110,300,132,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,90,110,30,1833,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,30,45,0,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,90,110,210,715,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,3,10,270,132,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_high_000090,mc_20260807_0627_high/task_0018,90,75,90,330,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
