x_coordinate,y_coordinate,x0,y0,x1,y1
3144.345850,1807.478613,0.0,0.0,3600.0,3600.0
3486.746386,3589.627182,0.0,0.0,3600.0,3600.0
3129.100345,3542.546331,0.0,0.0,3600.0,3600.0
1911.080490,817.483056,0.0,0.0,3600.0,3600.0
837.821981,3059.846245,0.0,0.0,3600.0,3600.0
41.035695,2926.143128,0.0,0.0,3600.0,3600.0
1549.687746,850.083733,0.0,0.0,3600.0,3600.0
1448.464896,2364.671859,0.0,0.0,3600.0,3600.0
1881.628817,3517.815606,0.0,0.0,3600.0,3600.0
1722.210465,2633.646653,0.0,0.0,3600.0,3600.0
1999.283306,344.262101,0.0,0.0,3600.0,3600.0
1956.189663,1802.181981,0.0,0.0,3600.0,3600.0
2739.224072,1664.496283,0.0,0.0,3600.0,3600.0
2564.548467,2.678002,0.0,0.0,3600.0,3600.0
2230.855546,3560.180186,0.0,0.0,3600.0,3600.0
1533.930374,3159.431788,0.0,0.0,3600.0,3600.0
1040.670101,781.960150,0.0,0.0,3600.0,3600.0
3505.878868,2179.359005,0.0,0.0,3600.0,3600.0
1201.586564,1699.031234,0.0,0.0,3600.0,3600.0
787.683819,1292.792093,0.0,0.0,3600.0,3600.0
236.910196,1905.452828,0.0,0.0,3600.0,3600.0
3538.333968,2033.363198,0.0,0.0,3600.0,3600.0
460.280567,3000.776404,0.0,0.0,3600.0,3600.0
1159.670856,226.127961,0.0,0.0,3600.0,3600.0
255.394241,2182.919843,0.0,0.0,3600.0,3600.0
809.171780,1813.005882,0.0,0.0,3600.0,3600.0
1417.085694,577.075294,0.0,0.0,3600.0,3600.0
3226.122018,523.603723,0.0,0.0,3600.0,3600.0
1243.661803,2296.227103,0.0,0.0,3600.0,3600.0
3545.097974,3178.462105,0.0,0.0,3600.0,3600.0
103.435376,118.316919,0.0,0.0,3600.0,3600.0
1266.065051,1540.878845,0.0,0.0,3600.0,3600.0
1371.452001,3160.415064,0.0,0.0,3600.0,3600.0
2750.976473,1715.425486,0.0,0.0,3600.0,3600.0
3379.694088,1323.253935,0.0,0.0,3600.0,3600.0
1150.883267,866.340907,0.0,0.0,3600.0,3600.0
1556.913358,173.634398,0.0,0.0,3600.0,3600.0
972.524670,630.600405,0.0,0.0,3600.0,3600.0
2883.801191,2004.391558,0.0,0.0,3600.0,3600.0
2297.659702,1908.307739,0.0,0.0,3600.0,3600.0
247.284480,1959.197582,0.0,0.0,3600.0,3600.0
2173.120115,1076.589895,0.0,0.0,3600.0,3600.0
2864.068410,3115.526512,0.0,0.0,3600.0,3600.0
115.229363,3049.007557,0.0,0.0,3600.0,3600.0
1639.612160,1676.521320,0.0,0.0,3600.0,3600.0
2844.621149,2704.889508,0.0,0.0,3600.0,3600.0
3558.947465,2820.854422,0.0,0.0,3600.0,3600.0
2102.272357,1325.148655,0.0,0.0,3600.0,3600.0
140.084272,638.327162,0.0,0.0,3600.0,3600.0
1607.122467,910.333813,0.0,0.0,3600.0,3600.0
677.421055,853.527814,0.0,0.0,3600.0,3600.0
2257.400329,1410.824023,0.0,0.0,3600.0,3600.0
775.144078,25.943074,0.0,0.0,3600.0,3600.0
543.492388,1011.207060,0.0,0.0,3600.0,3600.0
1930.119504,1933.452421,0.0,0.0,3600.0,3600.0
361.392459,1523.013493,0.0,0.0,3600.0,3600.0
2632.170355,1914.574768,0.0,0.0,3600.0,3600.0
3382.743742,2664.278495,0.0,0.0,3600.0,3600.0
3395.945464,3352.375582,0.0,0.0,3600.0,3600.0
1349.058618,1173.589389,0.0,0.0,3600.0,3600.0
2144.700885,974.064679,0.0,0.0,3600.0,3600.0
2383.137764,1714.406083,0.0,0.0,3600.0,3600.0
1838.089639,2194.618357,0.0,0.0,3600.0,3600.0
1695.213294,674.101563,0.0,0.0,3600.0,3600.0
31.940228,100.783316,0.0,0.0,3600.0,3600.0
244.427053,734.376780,0.0,0.0,3600.0,3600.0
1565.338422,882.376420,0.0,0.0,3600.0,3600.0
1553.377071,1570.790025,0.0,0.0,3600.0,3600.0
669.181268,2271.345272,0.0,0.0,3600.0,3600.0
1906.939140,1085.125019,0.0,0.0,3600.0,3600.0
2156.710511,3511.824168,0.0,0.0,3600.0,3600.0
2595.328080,3136.134029,0.0,0.0,3600.0,3600.0
1103.025084,2234.635313,0.0,0.0,3600.0,3600.0
1455.823673,1216.393467,0.0,0.0,3600.0,3600.0
2962.016714,611.033778,0.0,0.0,3600.0,3600.0
2113.669264,2375.028545,0.0,0.0,3600.0,3600.0
2543.455956,2575.616651,0.0,0.0,3600.0,3600.0
1838.096088,237.962580,0.0,0.0,3600.0,3600.0
2988.221980,2790.418357,0.0,0.0,3600.0,3600.0
2594.440841,3199.063720,0.0,0.0,3600.0,3600.0
3118.542058,2276.005582,0.0,0.0,3600.0,3600.0
732.275180,2532.069072,0.0,0.0,3600.0,3600.0
1074.725465,3108.399203,0.0,0.0,3600.0,3600.0
1712.894479,3415.406076,0.0,0.0,3600.0,3600.0
1776.976193,1266.755119,0.0,0.0,3600.0,3600.0
2187.634071,213.126497,0.0,0.0,3600.0,3600.0
2948.168077,1119.438329,0.0,0.0,3600.0,3600.0
1899.805818,615.063511,0.0,0.0,3600.0,3600.0
3381.134890,1346.575464,0.0,0.0,3600.0,3600.0
2604.180294,1814.295715,0.0,0.0,3600.0,3600.0
643.525256,2845.770851,0.0,0.0,3600.0,3600.0
2231.011500,3428.934840,0.0,0.0,3600.0,3600.0
2024.220182,1043.355003,0.0,0.0,3600.0,3600.0
2748.256613,3427.250740,0.0,0.0,3600.0,3600.0
2903.926807,662.559354,0.0,0.0,3600.0,3600.0
1075.050729,1584.220872,0.0,0.0,3600.0,3600.0
498.184944,656.998126,0.0,0.0,3600.0,3600.0
2287.432491,938.343482,0.0,0.0,3600.0,3600.0
29.910148,61.944832,0.0,0.0,3600.0,3600.0
2838.899752,886.606619,0.0,0.0,3600.0,3600.0
